bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
2,2.5,1662,2652.0,1,9,0,1,1,1,8.22,501935.0,0
3,4.0,2516,6279.0,1,24,0,1,0,1,9.37,779824.0,0
3,3.0,1960,1788.0,2,44,0,0,0,1,9.51,627096.0,0
3,3.0,1842,2640.0,2,86,1,1,0,1,10.94,500221.0,0
4,5.0,3409,4235.0,2,57,1,1,0,1,9.18,927663.0,1
3,4.0,2212,1689.0,1,24,1,0,0,1,5.35,697275.0,0
4,4.0,3107,2336.0,2,110,1,0,0,1,7.45,879815.0,1
5,5.0,4036,2363.0,1,111,1,1,0,1,10.44,1067651.0,1
4,4.5,2716,2520.0,1,104,1,1,0,0,11.05,850180.0,1
2,2.5,1960,2369.0,2,75,1,0,0,1,3.53,644603.0,0
3,4.0,2441,3218.0,1,75,1,1,0,1,7.52,775727.0,0
2,3.0,1425,2816.0,1,23,0,0,0,1,12.12,443898.0,0
2,2.0,1269,8118.0,1,51,0,1,0,1,8.28,459188.0,0
1,1.0,872,2521.0,2,117,1,1,0,1,5.57,351238.0,0
4,4.0,2609,5703.0,1,38,1,0,0,1,6.39,789039.0,0
3,4.0,2937,2126.0,1,43,1,0,0,1,5.87,788642.0,0
5,5.0,4391,3537.0,2,22,0,1,0,1,6.03,1101095.0,1
3,3.0,1869,4242.0,1,91,0,1,0,0,19.13,504639.0,0
5,5.0,3410,4636.0,1,62,1,0,0,1,8.77,894291.0,1
3,3.5,2392,1514.0,1,43,0,0,0,1,9.4,728333.0,0
3,3.0,2907,5699.0,2,80,1,0,0,1,2.34,840855.0,1
4,4.0,2870,1566.0,1,97,1,1,0,0,15.82,760704.0,0
4,5.0,3507,2905.0,2,21,1,0,0,1,9.05,888393.0,1
3,3.0,2550,2784.0,2,4,0,0,1,0,25.85,688514.0,0
2,2.0,1919,2777.0,1,15,0,1,0,0,21.85,464369.0,0
3,3.5,2089,6236.0,2,39,1,1,0,0,14.76,608298.0,0
2,2.5,1470,1873.0,2,40,1,0,0,1,1.83,461895.0,0
3,3.5,3031,2047.0,2,16,1,1,0,1,1.74,850487.0,1
3,3.0,2257,2627.0,2,76,1,1,0,1,10.16,706702.0,0
4,4.0,3244,5510.0,1,5,1,1,1,1,7.3,919834.0,1
3,4.0,2400,5582.0,2,76,0,1,0,1,0.81,766280.0,0
5,5.0,4410,4523.0,2,13,0,1,0,1,14.4,1161075.0,1
3,4.0,1970,4675.0,2,76,1,1,1,1,2.99,674879.0,0
2,2.5,1200,2908.0,1,96,1,1,0,1,5.09,499472.0,0
3,4.0,2072,2662.0,2,22,1,0,0,0,17.48,662095.0,0
3,3.5,2909,1603.0,2,122,1,1,0,1,2.59,758710.0,0
4,4.0,3282,2754.0,2,40,1,0,0,0,19.33,869464.0,1
3,3.0,2401,9512.0,3,103,1,1,0,1,8.61,743329.0,0
3,3.0,2615,3174.0,1,111,1,1,0,1,8.7,709415.0,0
3,3.0,1445,2115.0,2,42,0,1,0,0,26.71,303601.0,0
3,4.0,2243,3470.0,2,32,1,1,0,0,14.16,655241.0,0
3,3.5,2672,1506.0,1,68,1,1,0,1,10.27,836763.0,1
3,3.0,2410,3567.0,1,17,1,1,0,1,11.22,674072.0,0
4,4.0,3374,2884.0,2,113,1,1,0,1,5.07,855823.0,1
4,4.0,3261,5078.0,1,58,1,0,0,0,9.8,894790.0,1
4,4.5,3280,3458.0,2,3,1,0,1,0,11.68,845192.0,1
2,3.0,2409,2010.0,2,82,0,1,0,1,1.53,764000.0,0
4,4.5,3418,7738.0,2,11,1,0,1,1,5.68,998101.0,1
4,4.0,3040,2048.0,1,121,1,1,0,0,19.26,758143.0,0
4,4.5,3382,3450.0,1,64,0,1,0,1,3.26,987607.0,1
4,4.5,3016,1858.0,1,9,1,1,1,0,10.29,889481.0,1
3,3.5,1626,1681.0,1,77,1,0,0,1,8.43,543403.0,0
4,4.5,3289,3664.0,2,91,1,1,0,0,26.16,824314.0,1
3,4.0,2659,2354.0,1,107,1,0,0,0,6.84,794453.0,1
3,3.0,1651,3899.0,2,114,1,1,0,1,3.94,504841.0,0
5,5.0,3591,2154.0,1,102,1,0,0,1,11.38,943765.0,1
3,4.0,2954,2486.0,1,32,1,1,1,1,3.4,922413.0,1
3,3.0,2634,3293.0,1,16,1,1,0,0,22.01,692381.0,0
1,1.0,908,2618.0,2,82,0,1,0,0,7.72,284319.0,0
4,5.0,3072,4309.0,2,119,0,1,0,1,11.1,943155.0,1
4,5.0,3732,3433.0,1,36,0,0,0,0,14.95,997914.0,1
5,5.0,3677,7628.0,2,51,1,0,0,0,19.51,906875.0,1
2,2.0,858,3999.0,2,108,0,1,0,1,12.36,362755.0,0
5,5.0,3809,3871.0,1,93,1,0,0,1,4.76,1037359.0,1
3,3.0,2178,2211.0,2,94,1,1,0,0,13.99,545979.0,0
3,3.0,2663,3162.0,2,12,1,0,0,1,1.68,961827.0,1
5,5.0,2779,10258.0,1,106,0,0,0,1,6.05,871583.0,1
2,2.5,1339,4042.0,2,37,1,1,0,1,8.08,430929.0,0
4,4.0,3091,3238.0,2,55,1,0,0,0,12.97,935587.0,1
6,5.0,4531,3277.0,2,73,1,0,0,0,14.67,1125091.0,1
3,3.5,1978,3172.0,2,55,1,0,0,1,9.42,683177.0,0
3,4.0,1889,2579.0,1,113,0,0,1,1,5.12,571994.0,0
1,1.0,600,3656.0,2,97,1,1,0,1,1.56,311965.0,0
3,3.5,2956,2234.0,2,42,1,0,0,1,7.96,777667.0,0
2,2.0,1649,3328.0,3,57,0,0,0,1,9.21,561194.0,0
4,4.5,3478,7013.0,2,70,0,1,0,1,3.13,889618.0,1
3,3.0,1566,4674.0,2,86,1,0,0,1,5.56,603852.0,0
5,5.0,3542,1634.0,2,47,1,0,0,1,4.11,1100506.0,1
4,4.0,3064,6587.0,1,21,1,0,1,0,12.41,834757.0,1
4,4.0,3283,4307.0,2,51,1,1,1,1,10.13,860913.0,1
4,4.5,2559,2463.0,2,21,1,0,0,1,3.63,751635.0,0
3,3.0,2248,2526.0,1,98,1,0,1,1,5.95,710064.0,0
5,5.0,3465,3446.0,2,24,1,0,0,1,6.35,938112.0,1
3,3.5,2981,4678.0,1,34,1,1,0,1,3.39,937879.0,1
3,3.5,2663,2257.0,2,22,1,1,0,1,3.29,753419.0,0
6,5.0,4333,6206.0,1,53,1,1,0,0,23.13,1021365.0,1
3,3.0,2447,1550.0,2,64,0,0,0,0,11.64,648695.0,0
4,5.0,3185,2402.0,2,61,1,0,0,1,14.11,880378.0,1
3,4.0,2551,2609.0,1,32,1,1,0,1,3.53,788815.0,0
3,3.5,1776,2800.0,2,50,1,0,0,0,11.52,580711.0,0
4,4.0,3703,3478.0,2,11,0,1,0,0,11.06,919629.0,1
5,5.0,3686,3971.0,1,51,1,1,1,0,18.22,944278.0,1
4,4.5,3462,5114.0,2,33,1,0,0,1,5.01,954339.0,1
4,5.0,3156,8367.0,2,32,1,0,0,0,11.71,892830.0,1
4,4.0,3026,2602.0,2,53,1,1,0,1,5.28,942361.0,1
2,3.0,1946,4250.0,2,81,1,0,0,0,13.24,560409.0,0
3,4.0,1987,1948.0,1,38,1,0,0,0,9.18,478231.0,0
3,3.0,2920,1694.0,2,11,1,0,0,1,3.44,862327.0,1
2,3.0,1462,5789.0,3,47,0,0,0,1,4.1,523266.0,0
3,3.5,2438,5360.0,1,34,1,0,0,1,10.9,743764.0,0
3,3.5,1984,2236.0,2,70,1,0,0,1,5.87,798306.0,1
5,5.0,3338,10485.0,2,26,0,0,0,1,7.52,983883.0,1
4,5.0,2913,3065.0,2,121,1,0,0,0,17.39,765246.0,0
5,5.0,3540,3635.0,2,12,1,1,0,1,8.77,1036634.0,1
4,4.0,3312,2838.0,2,5,1,0,1,1,7.67,922218.0,1
5,5.0,3246,9945.0,1,7,1,0,1,1,2.82,1010711.0,1
3,3.0,2773,1856.0,2,14,1,1,0,1,1.05,908027.0,1
3,3.5,2458,2863.0,2,15,1,0,0,0,6.68,684079.0,0
5,5.0,2980,1638.0,1,88,0,1,0,0,12.02,785832.0,0
6,5.0,4095,2756.0,2,94,0,0,0,1,6.53,1064597.0,1
4,4.5,2952,2962.0,1,78,0,0,0,0,15.47,767978.0,0
5,5.0,4376,9071.0,1,41,1,1,0,1,6.68,1140034.0,1
4,4.0,3007,2886.0,1,15,1,1,1,1,2.42,903873.0,1
4,4.5,3280,3596.0,1,5,1,1,1,1,11.55,978052.0,1
3,4.0,2928,1613.0,2,68,1,0,0,1,7.43,805885.0,1
3,3.0,2507,2226.0,1,33,1,1,0,0,14.11,687372.0,0
1,1.5,829,10358.0,2,104,1,0,0,1,9.02,339056.0,0
3,3.0,2440,3285.0,1,26,1,1,0,0,10.88,634220.0,0
4,4.0,4046,2822.0,1,93,1,0,0,1,10.21,1036363.0,1
3,3.0,1817,3488.0,2,47,1,0,0,0,3.52,571973.0,0
3,3.0,1952,2034.0,1,7,1,1,1,1,2.46,791303.0,1
6,5.0,3803,1889.0,2,101,1,1,1,0,9.44,1081695.0,1
2,2.0,1062,8181.0,1,80,1,1,0,0,12.3,358925.0,0
3,3.5,2791,1985.0,2,77,0,0,0,1,3.32,734353.0,0
4,5.0,3138,4225.0,1,4,1,1,1,1,2.9,937955.0,1
4,4.0,2703,2989.0,2,69,1,1,0,0,20.57,657834.0,0
5,5.0,4052,2032.0,2,2,1,1,1,0,6.28,1106872.0,1
5,5.0,3621,2667.0,2,13,1,0,0,0,6.48,901191.0,1
3,3.0,2491,1876.0,2,9,0,1,1,0,5.46,686135.0,0
5,5.0,2635,3340.0,1,73,1,1,0,1,5.6,805699.0,1
6,5.0,5365,4931.0,1,80,0,0,0,0,13.84,1235366.0,1
5,5.0,2979,3955.0,1,57,0,0,0,1,3.08,999682.0,1
3,3.5,2227,1851.0,2,69,1,1,0,0,12.86,627150.0,0
3,4.0,2597,2410.0,2,26,1,1,0,0,8.34,758793.0,0
4,4.0,2529,3987.0,2,112,1,0,0,0,18.16,708754.0,0
2,2.0,2484,2288.0,1,98,1,0,0,0,24.35,467960.0,0
4,4.5,3084,3274.0,1,53,1,0,0,1,1.52,833421.0,1
4,4.0,3185,3121.0,2,84,0,1,0,0,10.39,770614.0,0
4,5.0,3008,2151.0,3,58,0,1,0,1,3.6,923993.0,1
3,3.0,1917,6601.0,3,54,1,0,1,1,0.5,744142.0,0
4,4.0,2293,3174.0,2,22,0,1,1,0,8.53,689864.0,0
4,4.0,3375,3467.0,3,7,1,0,1,1,8.09,1003725.0,1
3,3.0,2235,2206.0,1,21,0,1,0,0,14.77,601303.0,0
6,5.0,4685,9513.0,2,54,1,0,1,0,4.91,1219813.0,1
4,4.0,3006,6822.0,1,25,1,1,0,1,8.82,880846.0,1
3,3.0,2262,3683.0,2,21,1,1,0,1,16.22,559967.0,0
2,3.0,1741,2550.0,2,8,0,0,1,0,17.27,487621.0,0
3,3.0,2265,4378.0,1,13,1,0,0,0,14.97,555271.0,0
5,5.0,3357,2064.0,2,114,1,1,0,0,15.78,925453.0,1
5,5.0,3565,2062.0,1,11,1,0,0,1,12.79,909855.0,1
4,4.0,3355,5477.0,2,46,1,1,0,0,16.53,863991.0,1
3,3.0,2689,3694.0,1,31,1,1,0,1,1.5,759148.0,0
4,5.0,3624,2663.0,1,24,1,1,0,0,8.18,1024914.0,1
3,3.0,2070,3078.0,2,23,1,0,1,1,2.36,628689.0,0
4,4.5,2577,4279.0,1,68,0,0,0,1,9.64,787619.0,0
1,1.0,600,5889.0,1,45,0,1,0,0,14.13,289684.0,0
3,4.0,2873,4015.0,3,30,1,1,0,1,8.48,853282.0,1
4,4.0,2622,2880.0,1,68,1,0,0,1,4.63,887529.0,1
4,5.0,2991,1698.0,2,7,1,0,1,0,20.12,797116.0,1
3,3.0,2593,4105.0,2,30,1,0,0,1,12.72,762062.0,0
3,4.0,2451,2435.0,2,96,1,0,0,1,12.91,667031.0,0
3,3.5,2347,3005.0,1,90,1,1,1,1,2.89,797790.0,1
5,5.0,3459,2219.0,1,96,1,1,0,1,7.4,927722.0,1
5,5.0,3915,1894.0,1,20,1,0,0,1,5.25,1120096.0,1
6,5.0,4289,2048.0,1,39,1,1,0,0,15.86,1148067.0,1
4,4.5,2885,6984.0,1,103,1,1,0,1,7.45,802041.0,1
3,4.0,2183,4998.0,2,87,1,1,0,1,9.57,682274.0,0
3,3.5,2616,4479.0,1,76,1,0,0,1,1.23,805726.0,1
4,5.0,2924,2737.0,3,18,0,0,0,0,10.58,759836.0,0
3,3.5,2641,1848.0,1,11,1,1,0,0,11.54,696384.0,0
4,4.5,3522,5177.0,2,43,1,1,0,1,3.19,1042278.0,1
4,4.5,3239,2010.0,1,48,0,1,0,0,17.65,799099.0,1
3,3.0,1750,2098.0,3,54,1,1,0,1,4.02,513131.0,0
3,3.0,1892,1996.0,2,57,1,0,0,1,3.14,654172.0,0
5,5.0,3964,3540.0,1,45,1,0,0,1,2.62,1025141.0,1
3,3.0,2566,2843.0,2,66,1,0,0,1,2.72,740368.0,0
4,4.0,3015,2682.0,2,73,1,0,0,1,2.87,844241.0,1
6,5.0,4537,2476.0,2,85,1,1,1,0,12.59,1130460.0,1
3,3.0,2486,2892.0,2,8,1,1,1,1,9.82,713906.0,0
3,3.0,2557,1737.0,3,66,1,0,0,1,4.34,773445.0,0
4,4.5,2796,3934.0,1,16,1,0,1,1,3.47,836871.0,1
5,5.0,3698,4372.0,2,110,1,0,0,0,16.64,914886.0,1
3,4.0,2446,6988.0,2,59,0,0,0,0,18.94,600902.0,0
3,3.0,2292,3416.0,2,41,1,1,0,1,10.1,731704.0,0
4,4.5,3087,3340.0,1,81,1,0,0,0,12.59,754463.0,0
2,2.0,1799,1803.0,2,80,1,1,0,1,6.55,612889.0,0
4,4.0,2931,1866.0,2,11,1,0,0,0,19.88,784939.0,0
3,3.0,1662,1994.0,1,54,0,0,0,1,9.27,544935.0,0
5,5.0,3639,4767.0,2,125,1,0,0,1,5.67,1054232.0,1
4,4.5,2794,2673.0,2,26,0,0,0,1,10.8,770553.0,0
5,5.0,4271,1702.0,2,38,1,1,0,0,10.84,1063228.0,1
3,3.5,1363,2332.0,2,57,1,1,0,1,3.85,583586.0,0
3,3.0,1707,11488.0,2,18,1,1,0,1,3.71,770712.0,0
2,3.0,1743,5494.0,2,85,1,0,0,1,7.19,572080.0,0
5,5.0,3824,3786.0,1,31,1,1,0,0,21.76,1026994.0,1
3,4.0,3525,3394.0,1,26,0,1,0,1,6.72,915031.0,1
3,3.5,2596,6866.0,1,57,1,1,0,1,8.27,815930.0,1
2,2.5,1433,1555.0,1,10,1,1,1,1,2.5,655406.0,0
4,5.0,3062,4853.0,2,93,0,0,0,1,6.83,892639.0,1
4,4.5,3008,1709.0,2,125,1,1,0,1,13.15,924466.0,1
2,2.0,1477,1896.0,2,63,1,1,0,0,14.3,429367.0,0
5,5.0,3958,4953.0,1,38,0,0,0,0,12.59,989806.0,1
3,4.0,2106,4832.0,2,31,1,1,0,1,4.24,729763.0,0
5,5.0,4601,2390.0,2,66,1,0,0,0,16.22,1128164.0,1
4,4.0,3704,2602.0,2,105,1,0,0,1,10.19,987800.0,1
2,2.5,1756,6146.0,2,5,1,1,1,1,11.47,616639.0,0
3,3.5,2368,5016.0,1,21,0,1,0,0,17.56,681409.0,0
5,5.0,3434,1824.0,1,15,1,0,0,1,3.28,948434.0,1
3,3.0,2395,1938.0,2,17,0,0,1,0,22.94,562646.0,0
3,3.5,2304,3038.0,2,3,1,1,1,0,20.62,658657.0,0
3,3.5,2310,9963.0,1,36,1,0,1,1,1.64,777379.0,0
4,4.0,3542,1850.0,2,27,1,1,0,0,11.49,926658.0,1
1,2.0,928,6943.0,1,101,1,1,1,1,15.92,540059.0,0
3,3.5,1942,1587.0,1,35,1,1,0,1,6.27,569110.0,0
2,2.5,1694,1672.0,2,9,1,1,1,0,13.59,526424.0,0
5,5.0,3394,3583.0,2,78,1,1,1,0,12.75,1011006.0,1
3,3.0,2101,2139.0,1,18,1,1,0,1,7.42,682792.0,0
5,5.0,3963,2003.0,3,45,1,1,0,1,10.17,974379.0,1
4,4.0,2599,2662.0,2,29,1,0,0,1,7.86,717983.0,0
4,4.0,3400,1732.0,2,110,1,0,0,1,2.76,952149.0,1
3,3.0,2563,2807.0,2,59,0,0,0,1,2.0,815743.0,1
3,4.0,2683,3251.0,2,17,1,0,1,1,3.39,826540.0,1
3,3.0,2135,3276.0,2,18,1,1,0,1,7.45,650008.0,0
5,5.0,4324,3911.0,2,88,1,0,0,1,11.09,1133434.0,1
5,5.0,4062,5927.0,2,17,1,0,0,0,20.74,980967.0,1
1,2.0,762,1820.0,1,96,1,1,0,1,8.57,393810.0,0
3,3.0,2419,2329.0,1,3,0,0,1,1,10.11,767849.0,0
4,4.5,2832,2846.0,1,35,1,0,0,1,10.61,780964.0,0
4,4.5,3049,4243.0,2,55,1,1,0,0,15.09,757997.0,0
3,3.5,2001,3968.0,2,68,0,1,0,1,1.95,627717.0,0
4,4.0,2852,4241.0,2,8,1,0,1,0,20.65,663488.0,0
3,3.0,2154,2464.0,2,15,1,1,1,1,15.26,646721.0,0
4,4.0,4115,2260.0,1,40,1,1,0,0,24.52,945610.0,1
4,5.0,3244,13968.0,1,82,0,1,0,1,14.27,1001346.0,1
3,3.0,1917,6973.0,2,41,1,1,0,1,4.23,748213.0,0
3,3.0,2478,2751.0,1,29,1,1,0,0,22.76,559168.0,0
4,5.0,2544,1916.0,1,37,0,0,0,0,5.92,722140.0,0
3,3.0,2136,1967.0,2,22,1,0,0,1,9.44,739321.0,0
4,4.0,3099,2156.0,2,88,1,1,0,1,3.77,923699.0,1
2,3.0,2684,3115.0,1,88,1,1,0,0,11.5,780648.0,0
6,5.0,4841,2263.0,2,9,0,0,1,1,3.78,1331151.0,1
4,4.5,2803,6149.0,3,35,1,0,0,1,2.74,976714.0,1
4,4.5,3452,2049.0,1,23,1,1,0,1,6.59,953381.0,1
3,3.0,1573,2598.0,1,22,1,0,0,0,16.37,462742.0,0
2,2.5,2272,1946.0,1,77,1,0,0,0,11.89,587345.0,0
2,2.0,1664,2149.0,1,20,1,1,0,0,15.74,433216.0,0
5,5.0,3936,5863.0,2,83,1,1,0,1,3.5,1040592.0,1
2,2.5,1898,2015.0,1,28,1,0,0,1,4.47,630693.0,0
3,3.5,2278,5641.0,2,39,0,1,0,1,1.55,698751.0,0
4,4.0,3096,5260.0,3,52,0,0,0,1,6.23,943173.0,1
5,5.0,3851,3051.0,2,59,1,0,0,1,6.76,1087982.0,1
4,4.0,3401,2129.0,2,65,1,0,0,1,7.74,913763.0,1
3,3.0,2459,1644.0,1,2,1,0,1,1,2.81,785818.0,0
2,2.5,2233,1659.0,1,75,0,0,0,0,17.91,486990.0,0
3,4.0,2096,1856.0,2,40,1,0,0,1,10.96,606427.0,0
2,2.5,1481,2039.0,2,66,1,0,0,0,16.57,356932.0,0
6,5.0,3730,3378.0,1,48,1,1,0,1,11.91,1013047.0,1
5,5.0,3363,2476.0,3,12,0,0,0,1,11.59,906134.0,1
3,3.5,1917,2963.0,1,101,1,1,1,0,6.91,655832.0,0
2,2.0,1996,10392.0,1,30,1,1,0,1,6.0,646351.0,0
6,5.0,3948,2882.0,2,45,0,0,0,1,8.27,1090544.0,1
4,4.0,2706,4374.0,2,14,1,1,1,1,4.03,936416.0,1
3,3.5,2391,1556.0,1,101,0,1,0,1,3.3,762136.0,0
6,5.0,3857,2134.0,1,36,0,1,0,1,7.34,1043611.0,1
3,3.0,2618,3514.0,2,20,0,1,0,0,20.26,726293.0,0
6,5.0,4470,14492.0,3,39,1,1,0,0,18.65,1291986.0,1
3,3.0,2099,4437.0,2,64,1,0,0,1,5.76,645995.0,0
6,5.0,4752,2535.0,2,72,1,0,0,1,2.71,1225182.0,1
4,5.0,3346,2314.0,2,21,1,1,0,0,10.79,883248.0,1
4,4.0,2379,2706.0,1,39,1,1,0,1,5.03,882748.0,1
4,4.0,3411,5054.0,2,82,1,1,0,1,11.11,896309.0,1
4,4.5,4020,6454.0,1,92,1,0,0,1,10.55,1158066.0,1
3,3.0,2748,2002.0,1,81,1,0,0,1,5.68,765443.0,0
5,5.0,3804,5757.0,2,33,1,1,0,0,16.71,1018713.0,1
3,3.0,2141,1594.0,3,48,1,0,0,0,22.46,515223.0,0
3,3.0,2397,3236.0,2,67,1,0,0,0,10.44,691204.0,0
3,3.0,2819,11596.0,2,82,1,1,0,1,10.96,891386.0,1
6,5.0,4247,3252.0,1,37,1,1,0,1,8.03,1119665.0,1
5,5.0,3288,6936.0,2,8,0,1,1,1,2.41,1061917.0,1
5,5.0,3292,2113.0,1,122,1,0,0,0,23.84,839499.0,1
4,4.5,3557,1515.0,1,20,1,0,0,1,4.0,974448.0,1
4,4.0,3319,11949.0,1,70,0,0,0,0,6.48,859492.0,1
3,3.0,2524,5134.0,1,59,0,0,0,1,2.31,806869.0,1
3,3.5,2788,10360.0,1,7,0,1,1,1,10.73,957971.0,1
4,5.0,3431,4216.0,2,108,1,0,0,1,2.23,1045234.0,1
4,4.0,3493,4585.0,2,43,0,0,0,1,4.63,1047045.0,1
3,3.0,2319,3172.0,1,48,1,0,0,1,6.2,675899.0,0
5,5.0,3276,3544.0,1,116,1,1,0,1,1.57,1043989.0,1
1,2.0,1777,2613.0,1,115,1,0,0,0,24.94,458554.0,0
3,3.0,2539,4003.0,1,3,0,0,1,0,20.48,687582.0,0
3,3.0,1766,7650.0,2,26,1,1,0,0,20.13,508841.0,0
4,4.0,3476,2600.0,2,9,0,1,1,0,3.43,895540.0,1
3,3.5,2402,2838.0,2,125,1,1,0,1,9.93,767017.0,0
4,4.5,3580,1734.0,2,66,1,1,0,1,7.88,1034418.0,1
3,3.5,2160,7463.0,3,94,1,0,0,1,2.93,725198.0,0
5,5.0,4146,1940.0,1,94,1,0,0,1,11.94,1148691.0,1
3,3.0,2566,2228.0,1,31,1,1,0,0,14.73,660292.0,0
3,3.0,1936,3409.0,1,81,1,1,0,1,6.05,620371.0,0
4,4.0,2693,6149.0,2,60,1,0,0,1,4.64,788005.0,0
3,3.5,2012,1775.0,1,10,0,0,1,1,3.5,755944.0,0
2,3.0,1342,2953.0,1,49,1,0,1,1,1.94,562674.0,0
4,4.0,3507,7007.0,2,58,1,0,0,0,12.13,983566.0,1
3,3.0,1913,5345.0,1,33,1,1,0,1,4.45,660373.0,0
5,5.0,4308,2279.0,3,67,1,1,0,1,7.27,1019386.0,1
3,4.0,2462,5797.0,1,23,0,0,0,0,18.41,667521.0,0
5,5.0,3932,1964.0,1,47,1,0,0,0,21.43,973132.0,1
3,4.0,3023,1835.0,2,16,1,0,0,0,19.4,728217.0,0
3,3.5,2384,4643.0,2,13,0,0,0,1,3.28,736795.0,0
3,3.0,2664,1951.0,2,117,1,1,0,1,7.91,682514.0,0
3,3.0,2723,3487.0,1,13,1,0,0,1,2.58,817366.0,1
4,4.0,2551,2369.0,1,43,1,0,0,1,7.56,718891.0,0
4,4.5,3016,2701.0,1,15,0,0,0,1,10.92,758307.0,0
3,3.0,1870,1850.0,1,75,1,1,0,1,10.65,595251.0,0
3,3.0,2376,1690.0,1,48,1,0,1,1,4.17,801703.0,1
6,5.0,4125,1991.0,2,36,1,1,0,0,17.98,999059.0,1
5,5.0,3578,3508.0,1,17,1,0,0,0,8.57,955879.0,1
3,3.0,3003,2926.0,3,120,1,1,0,1,9.28,761393.0,0
4,4.0,2721,4448.0,2,100,1,1,0,0,19.57,668617.0,0
3,3.0,2025,1742.0,1,15,1,1,0,1,1.69,693139.0,0
6,5.0,4415,1512.0,1,6,0,0,1,1,4.64,1098594.0,1
4,4.0,2956,2992.0,2,120,1,1,1,0,18.54,754582.0,0
3,4.0,2653,3531.0,1,67,1,1,0,1,1.36,754408.0,0
4,4.0,4014,2145.0,2,34,1,1,0,0,16.84,889216.0,1
4,4.0,3070,1627.0,2,91,1,1,0,0,16.82,857963.0,1
4,5.0,2581,1880.0,1,73,0,1,0,1,1.19,827751.0,1
5,5.0,3483,9439.0,1,76,1,1,0,0,22.87,930137.0,1
4,4.5,3052,1752.0,3,111,1,0,0,1,0.88,972705.0,1
4,5.0,3575,2405.0,1,10,1,0,1,1,7.02,1050393.0,1
3,3.5,2492,2377.0,3,97,1,0,0,1,10.32,770889.0,0
3,3.0,2032,1821.0,2,74,1,0,0,0,25.1,582427.0,0
3,3.0,2220,11014.0,2,25,0,0,0,0,20.1,505103.0,0
4,4.0,2980,2199.0,2,57,1,1,0,1,0.5,892574.0,1
4,5.0,2892,2947.0,2,115,1,0,1,0,20.72,734243.0,0
4,5.0,3115,1641.0,2,34,1,1,0,1,2.61,863347.0,1
3,3.0,2041,2663.0,1,87,1,1,0,1,8.03,769786.0,0
3,3.5,2637,1760.0,1,58,1,0,0,0,16.06,716274.0,0
3,3.0,2113,3316.0,1,89,0,1,0,1,10.67,728242.0,0
5,5.0,4393,2143.0,2,5,0,1,1,0,13.93,1110836.0,1
4,4.0,3562,2296.0,2,58,1,0,0,1,3.02,956683.0,1
3,3.0,2182,5353.0,1,119,1,0,0,1,7.91,651937.0,0
4,5.0,3260,1595.0,1,19,1,0,0,0,20.67,795250.0,1
3,3.0,1935,2652.0,2,7,1,1,1,1,4.11,684823.0,0
4,4.0,3313,1732.0,2,62,1,0,0,1,9.07,875643.0,1
4,4.0,3748,2062.0,1,104,1,0,0,1,2.44,906095.0,1
5,5.0,3925,7651.0,1,15,0,1,0,1,14.07,1139678.0,1
5,5.0,4307,1961.0,1,3,1,1,1,1,3.16,1203498.0,1
3,3.5,2849,4490.0,1,14,1,1,0,1,7.16,907003.0,1
4,4.0,2704,3936.0,2,20,0,0,0,0,14.88,726599.0,0
3,3.0,2599,4019.0,1,17,1,0,0,0,21.69,656759.0,0
3,4.0,2501,2666.0,1,45,0,1,0,0,8.88,613661.0,0
5,5.0,4578,1939.0,1,93,0,0,0,1,5.48,1231812.0,1
4,4.5,3722,4367.0,1,21,0,0,1,1,2.82,1036773.0,1
3,3.5,2584,4507.0,2,103,1,0,0,0,12.78,680760.0,0
3,4.0,2283,4592.0,2,30,0,1,0,1,2.18,757285.0,0
5,5.0,3440,2900.0,1,86,1,1,0,0,12.61,962106.0,1
5,5.0,4111,4402.0,1,98,1,1,0,1,7.12,1153659.0,1
2,2.5,1741,2011.0,1,94,1,1,0,0,14.38,506815.0,0
4,4.0,3205,6015.0,1,91,1,1,0,1,3.06,983395.0,1
5,5.0,3711,3586.0,2,42,0,1,1,1,8.55,1014228.0,1
4,4.0,2873,3653.0,1,2,1,1,1,1,8.97,869511.0,1
4,4.0,2729,2407.0,2,26,1,1,0,1,11.73,750776.0,0
4,5.0,3191,3529.0,2,66,0,0,1,1,9.7,936280.0,1
3,3.0,2299,1607.0,1,29,0,1,1,0,11.09,609264.0,0
6,5.0,4238,1755.0,2,39,1,0,0,0,17.06,1033853.0,1
4,4.0,3736,3705.0,2,86,0,0,0,1,10.19,1016006.0,1
3,3.5,2168,4972.0,1,83,1,0,1,1,2.63,723784.0,0
6,5.0,4507,2235.0,1,108,0,1,0,0,16.32,1028938.0,1
4,4.0,2838,2082.0,1,48,1,1,0,1,2.12,837460.0,1
6,5.0,4049,4204.0,2,30,1,0,0,1,6.57,1109702.0,1
4,4.0,3367,11003.0,1,37,1,0,0,0,15.23,837383.0,1
3,3.5,2309,4295.0,2,30,1,0,0,1,8.77,674655.0,0
4,4.5,3025,2160.0,2,49,1,1,0,1,2.83,975254.0,1
4,5.0,2912,3690.0,1,9,1,1,1,1,9.27,965875.0,1
5,5.0,4033,1999.0,1,113,0,1,0,1,6.28,1121980.0,1
3,3.0,1834,2951.0,1,75,0,0,0,1,12.1,501148.0,0
